reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sentiment_label,sentiment_score,sentiment_rating,sentiment_numeric,rating_numeric,wordCount,uppercaseCharCount,specialCharCount
51a79c74-ad74-4651-a7dd-109225ce5804,ahmad gunara,https://play-lh.googleusercontent.com/a/ACg8ocKlY5fgvZrEeErjKglKrrf_WR47CtS4kyKrdU_YLhCbQhvUtA=mo,informasi dan rekomendasi lengkap dan mudah dipahami,5,0,6.8.0,2024-09-22 14:06:34,,,6.8.0,positive,0.33929482102394104,positive,0,0,7,0,0
0ab111a0-22f7-4201-9af0-16ea16bd742e,Ilham Ramdan,https://play-lh.googleusercontent.com/a-/ALV-UjVySGlV11yRahWb_jbkM_AgeA-7PjuP--GabM-xGnWYhy44RwSh,baik' untuk kesehatan,5,0,6.8.0,2024-09-22 13:00:56,,,6.8.0,neutral,0.3449554145336151,positive,1,0,4,0,1
5bdbf5fd-0c98-4391-b478-590b3cec7ca4,Rohman Kamarru,https://play-lh.googleusercontent.com/a/ACg8ocKz9WgZ-uc8Ky8dJzMWMZOqLk5NaRjeClGG25nAAHDzauMNDw=mo,"terimakasih dok, sehat sehat ya, terimakasih atas saran sarannya",5,0,6.8.0,2024-09-22 12:32:10,,,6.8.0,neutral,0.34113624691963196,positive,1,0,11,0,2
56ea6b55-33da-4e6a-b260-5bb404d8bdb9,Tresno Vivo,https://play-lh.googleusercontent.com/a/ACg8ocL5CjEQR7DjfvVdtLmbNAIo62G76W4k5p6UYM5a4TjZmEAgWg=mo,sangat baik dan memuaskan,5,0,,2024-09-22 12:00:45,,,,positive,0.35664913058280945,positive,0,0,4,0,0
8876e606-3a46-41d7-a148-0e46f70350f2,Asna Izaati,https://play-lh.googleusercontent.com/a/ACg8ocLvOpS1K1Y3sF6UqMWXXJK2mqe_lKDLCr4tMT7CAMJEs_3C0w=mo,sangat baik,5,0,6.8.0,2024-09-22 07:44:07,,,6.8.0,negative,0.37309643626213074,positive,2,0,2,0,0
79bdb00f-4068-4f49-8360-e179cb3a41d4,Sayful ajja,https://play-lh.googleusercontent.com/a-/ALV-UjXhO9CQpWaKzcu-zWQQ2DEH6iPHqvF4VvCELyJYNGaNQ1ADXY4,respon cepat... pelayanan baik sekali,5,0,6.8.0,2024-09-22 06:35:17,,,6.8.0,negative,0.359578937292099,positive,2,0,6,0,3
bbe36e5b-12cd-4c72-9740-07b749c98311,Rudi Uday,https://play-lh.googleusercontent.com/a/ACg8ocLEqCeGuW6CFje45kl-2nrtAZO9qq8rE2iYsVUzrG0aSP1KVQ=mo,apa obat pereda sakit karna keseleo,5,0,,2024-09-21 21:55:48,,,,negative,0.36816859245300293,positive,2,0,6,0,0
8610b814-fe91-4e96-a0a9-41b4b3805c08,Emi Ngatemi,https://play-lh.googleusercontent.com/a/ACg8ocJnHVHi3kP7i_lXlUyRHBS-Cx0xjFtjnfA5AkV0zVNncJdk4Q=mo,"menurut aku the best banget dech ini aplikasi,, aku suka banget, banyak artikel2 yg bisa kita baca, n banyak +ilmu pengetahuannya,, trus d samping itu kita bisa langsung berhubungan dengan dokter2 yg ada d sekitar kita dengan mudah",5,0,6.8.0,2024-09-21 21:25:51,,,6.8.0,positive,0.3359615206718445,positive,0,0,44,0,7
8286a471-2fb6-4eec-9ce5-10c1b87d9378,Nathisa Maheswari,https://play-lh.googleusercontent.com/a/ACg8ocIicrEQsG_fe7A9SHCOaZQfzuMADdjN5FwpB7p7hJcycyDBjpmA=mo,jawaban jelas dan sangat membantu..,5,0,,2024-09-21 16:29:50,,,,negative,0.35012951493263245,positive,2,0,6,0,2
e4cccdac-4100-4ffb-b413-0da19f775dfe,Yusuf Wibisono,https://play-lh.googleusercontent.com/a/ACg8ocIWRroCocs_yFY5nINAIu2MoqYI7740oEcakyA6NbvbwcuysayN=mo,mantab bagus sekali,5,0,,2024-09-21 12:18:21,,,,neutral,0.35754644870758057,positive,1,0,3,0,0
3deb00bf-852a-4cb3-8e92-5e2d8f189ae1,Rossa Ocha,https://play-lh.googleusercontent.com/a/ACg8ocL6WaKePTjIghalz8SPkSRi32e9RqXEYlZuPmzWEG51Oj1S2w=mo,sangat puas,5,0,,2024-09-21 10:50:25,,,,neutral,0.34821727871894836,positive,1,0,2,0,0
0df9ac7c-d326-4c39-a19e-32c22389cd53,Agus Yun,https://play-lh.googleusercontent.com/a/ACg8ocIgl7AH1ukwk3C1gU1tBBOrIk8yiqOc6mgAcPkKqI62e9vKPEhR=mo,siip,5,0,6.6.0,2024-09-21 08:44:25,,,6.6.0,neutral,0.3458588719367981,positive,1,0,1,0,0
b6b493dd-0c22-4340-8525-1a86c22a4d59,Hilda Kudel,https://play-lh.googleusercontent.com/a-/ALV-UjUqOFE2LWC2DAl6uiwB2MOFPZSKOQMV6lNZPw3J4hqnY6hb2x35jg,apk yg sangat berguna,5,0,6.8.0,2024-09-20 16:45:17,,,6.8.0,negative,0.34996581077575684,positive,2,0,4,0,0
43282a34-382c-49dd-950a-f1adf5a09e4c,Astika Putri,https://play-lh.googleusercontent.com/a-/ALV-UjUrik22T2XXmeOHPs8m2AVJmzzk-C3N_QKIpHd77cHBPbWfFr6H,wah sangat membantu. memudahkan konsultasi dengan dokter spesialis tanpa ke rumah sakit,5,0,6.8.0,2024-09-20 12:19:09,,,6.8.0,negative,0.34195786714553833,positive,2,0,13,0,1
2db2fd81-3f7f-45f5-98f3-18463709e912,Randiapriyansa,https://play-lh.googleusercontent.com/a/ACg8ocKZRzPSq9KTpFRnd64DXG2CVekdN8LqAaWYM4P5n2y4ahL3EA=mo,jangan percaya sama apk ini karena tidak bisa di buka,1,0,,2024-09-20 12:10:09,,,,positive,0.37814879417419434,negative,0,2,10,0,0
ed67c395-e30b-4a07-8d62-0ca2625df5bc,Septi Puspitasari_211,https://play-lh.googleusercontent.com/a/ACg8ocJ_m1AaHz18p0bH5xqWvWQearTcRhgONcIrLnn8-alqC7olzw=mo,begini dok mata saya kelopak nya masuk ke dalam dan kelihatan nya bola mata jadi besar kelopak bawah jadi berkntung berkedip juga rasa nya seret ga enak kira kira bisa sembuh apa tida,5,0,,2024-09-20 10:22:55,,,,negative,0.33531638979911804,positive,2,0,33,0,0
65d2577d-7186-475a-8d30-48615769add4,AsSyifa Anggraini,https://play-lh.googleusercontent.com/a/ACg8ocKzxJpcFVskVDoFUpUIFPcjVG4Gx6rbrDSZ6qJH7FKZcRf_iw=mo,dokter ramah puas pokonya,4,0,6.8.0,2024-09-20 09:16:29,,,6.8.0,negative,0.3564741015434265,positive,2,0,4,0,0
0c2e07c2-7775-43a8-888c-a4f30c959060,Hadi Purwanto,https://play-lh.googleusercontent.com/a/ACg8ocL8-7Vka77kpgR5vU7l5F90F6zRw8L4jWUkLjRMnOiGncJNJg=mo,responnya cepat dan penjelasan jg mudah di mengerti,4,1,6.8.0,2024-09-19 16:43:45,,,6.8.0,neutral,0.34298136830329895,positive,1,0,8,0,0
2efc87a6-44af-4815-8356-c5c1ef1e25b6,Dina Nursyamsiahhjjo,https://play-lh.googleusercontent.com/a/ACg8ocKdS1EDv8Q9f1kogOaKEY50tjaa0AA61Y81EyKggAkhgvBfh-rC=mo,lagi nunggu jawaban nya,5,0,6.8.0,2024-09-19 14:28:19,,,6.8.0,negative,0.3440784513950348,positive,2,0,4,0,0
c8fceb4c-3c93-4a9b-b8b5-95084dd27af2,Lely David,https://play-lh.googleusercontent.com/a/ACg8ocLVR90VN83qaWRoe7MSVBgojq9911FVvjWpMGx2rBInLmm67w=mo,dokter nya sangat ramah dan cantik lagi,5,0,6.8.0,2024-09-19 14:26:09,,,6.8.0,neutral,0.34226009249687195,positive,1,0,7,0,0
b8f5d3ba-bb9b-40b2-bbd9-7eedb465797b,Andri Pasae,https://play-lh.googleusercontent.com/a/ACg8ocLUvS-xeAuSII1od64oQ513j9eSPByL2MhdIj-Lo6jPUxnAmw=mo,cepat dan jelas,5,0,6.8.0,2024-09-19 13:28:27,,,6.8.0,negative,0.35019275546073914,positive,2,0,3,0,0
3bad0528-0df6-4146-a393-ac000eea7b53,Suryawan Putra,https://play-lh.googleusercontent.com/a-/ALV-UjVu22oy2N9QMhpV9mGfAT3XVvCBgt8WybhX5WLqDLAyiJ5nPA0,mantap men,5,0,6.8.0,2024-09-19 11:26:40,,,6.8.0,negative,0.3614524304866791,positive,2,0,2,0,0
6cf85972-db88-4252-be51-324ffe30aa70,Anthy Zoer02,https://play-lh.googleusercontent.com/a/ACg8ocJdOYM0Qy8CQDptXk4NlG-f88Lw3G1N231hcPR4HzmDi9R-lA=mo,sangat membantu untuk konsultasinonline,5,0,6.8.0,2024-09-19 10:55:35,,,6.8.0,neutral,0.34346064925193787,positive,1,0,4,0,0
e6e12d91-92a6-4fba-95e5-330dee17c5a2,Suryati Lubis,https://play-lh.googleusercontent.com/a/ACg8ocKq0f1LE5C3qPBCUoG77yi0bKe7ft7tm96KpBMmeN8alTzEDw=mo,puass,5,0,6.8.0,2024-09-19 08:34:29,,,6.8.0,neutral,0.35694658756256104,positive,1,0,1,0,0
a14e8b3d-3dcf-48fd-9c4b-6a5d04165449,Annisa Risma,https://play-lh.googleusercontent.com/a/ACg8ocITlmcQrR-tSmiROXnXm-FmgAsWNL_C3ia-OYVzMGp_LzAaAA=mo,"respon cepat, sangat bagus",5,0,6.8.0,2024-09-19 05:23:28,,,6.8.0,positive,0.3557736277580261,positive,0,0,5,0,1
01352cb3-f565-47f0-a263-b9c7dbcd2d09,Mrsars,https://play-lh.googleusercontent.com/a-/ALV-UjUfjbsfOP9E4EeNKocmHHBb_tvHAPAx5kKD4rt1gXFOpyM1mw,respon dokter baik dan ramah,5,0,6.8.0,2024-09-19 02:40:40,,,6.8.0,negative,0.34590575098991394,positive,2,0,5,0,0
d8e480e0-bfc7-4876-81b7-c9b439da2b30,Dewi Ana Rohayati,https://play-lh.googleusercontent.com/a/ACg8ocKf6w1ncxcSPnuvaraWB-_naiuT59degFp9A45SPDC8qGPbvA=mo,terbaik karena lebih mudah konsultasi dengan dokter ahli meskipun d rumah,5,0,6.8.0,2024-09-19 02:37:48,,,6.8.0,positive,0.3525756895542145,positive,0,0,11,0,0
0be77673-da84-4fd0-87ed-742758686cea,Marlina Yesi,https://play-lh.googleusercontent.com/a-/ALV-UjUrIcjyTudDA8Jy49z0vTOl3zsHCDVRC0HUkB5NuigL42vus6Gw,terimakasih,5,0,6.8.0,2024-09-18 16:00:20,,,6.8.0,neutral,0.3558945655822754,positive,1,0,1,0,0
49558042-3c49-4342-ba04-50400839d145,Supri Autotrade,https://play-lh.googleusercontent.com/a-/ALV-UjVGf4g8krooXKFVWi_FLZeFDEVxT-2ltBoZDylz_A2dTyAfGBg,sangat membantu,5,0,6.8.0,2024-09-18 12:28:35,,,6.8.0,negative,0.3568241596221924,positive,2,0,2,0,0
e42492c3-6868-47ec-83e9-9b2c55449ab9,nae lien,https://play-lh.googleusercontent.com/a-/ALV-UjXW-HXW5MV4UY69nX-ThRnvOgymWiFxfgCTDl6LLUVwOZCxhW0Z,tidak puas atas tanggapan hasil dr keluhan.,1,0,6.8.0,2024-09-18 11:51:53,,,6.8.0,negative,0.3454265296459198,negative,2,2,8,0,1
9fecfbe2-3e38-41df-8f2f-62716d17ec23,Kory Sinlae,https://play-lh.googleusercontent.com/a-/ALV-UjVHXBkvdnHYCsZOhtBohR9GKzP-GDzWB4yVdIPgiE2PDOgPGC6Q,sangat bermanfaat sekali dokter nya baik ramah,5,0,6.8.0,2024-09-18 09:14:40,,,6.8.0,neutral,0.35913974046707153,positive,1,0,7,0,0
dffc4f6c-5ce9-4560-84b5-593c990c0cee,bosjawai bos,https://play-lh.googleusercontent.com/a-/ALV-UjWhNyC5kPU5XmN0sVrKUy22WoaCzDZXL8msPhVTZVFTsZDHfMAk,respon sangat cepat tdk sampai 2 menit. resep juga lgsg diberikan. sangat puas,5,1,6.8.0,2024-09-18 07:35:58,,,6.8.0,negative,0.3538359999656677,positive,2,0,15,0,2
18fce1fe-f2a7-4ddf-b942-f16775adcbcb,Farida Rafa,https://play-lh.googleusercontent.com/a/ACg8ocIP05qD4QNWFJkEMvLOJqNmm59Ch4JekgWK4zdyouVRie7jmQ=mo,bgus,4,0,6.8.0,2024-09-18 06:18:35,,,6.8.0,negative,0.36656439304351807,positive,2,0,1,0,0
25c1cd6a-5f02-4a9a-b395-5ef178171579,Eka afrha106,https://play-lh.googleusercontent.com/a/ACg8ocI7dsbixqQZRf7XRcC62Gr7KmhmTzIMpSYjeVG_BFIc6Ht0UA=mo,puassss,5,0,,2024-09-18 05:16:22,,,,negative,0.34663859009742737,positive,2,0,1,0,0
3cd14220-8857-46f5-a81d-dd5be05fd8ca,pongtasik debora,https://play-lh.googleusercontent.com/a/ACg8ocIPIwdRqH7aDykZGAUElVa5YKdC8lfeLfWE6u-nBekq__W23A=mo,"dokter baik, penjelasan memuaskan menjawab setiap pertanyaan",5,0,6.8.0,2024-09-18 03:16:54,,,6.8.0,negative,0.34773117303848267,positive,2,0,8,0,1
19b0b243-368a-44f8-b7cb-7092c98eed1d,Ernie Kho,https://play-lh.googleusercontent.com/a/ACg8ocJ59L7CUxp8C3WhdhWvljNUXBQH5B9T6cPNXg0x5nImd3EW4w=mo,sangat puas dgn aplikasi ini,5,0,6.8.0,2024-09-18 01:58:17,,,6.8.0,negative,0.3348752558231354,positive,2,0,5,0,0
b78231b4-3758-4e8b-b56d-7d09f5177114,Yoppi Wibowo,https://play-lh.googleusercontent.com/a-/ALV-UjVLjpgxmYF961DDLzQ0SvbjVYu_VYnfJqvcBTP7LFoNO5WQpmc,oke,5,0,6.8.0,2024-09-17 17:16:46,,,6.8.0,neutral,0.34542855620384216,positive,1,0,1,0,0
54a1fd5a-d462-4ecf-8391-c16eab36a620,Yosi Restu fajar,https://play-lh.googleusercontent.com/a-/ALV-UjWJcd-rrQcE-xhrTp5hXxIZ4wdTGNaHmziAZs8zMEERLr9SqWs,mantap pelayanannya,5,0,,2024-09-17 14:42:31,,,,neutral,0.3549228310585022,positive,1,0,2,0,0
77b63f5f-e1df-4a65-a4ba-e2cbf86d2e83,Arief Budiman,https://play-lh.googleusercontent.com/a-/ALV-UjVXNWwuRoMeoGO10wcgkkWVcNsrLWPnEAYhvnb9vtRBG_DWHk4,ramah dokter nya,5,0,6.8.0,2024-09-17 13:56:24,,,6.8.0,negative,0.3425596058368683,positive,2,0,3,0,0
2e23e5aa-7de5-4a8f-9b6e-adb5791f5e59,Eros Rosmawati,https://play-lh.googleusercontent.com/a/ACg8ocKSrFifVyGNlssDLPiWAvs2rxKos6zwbo1MJtgDk2tYDfLk=mo,sangat ramah dan cepat menangani nya,5,0,6.8.0,2024-09-17 13:21:32,,,6.8.0,negative,0.3368705213069916,positive,2,0,6,0,0
c9d1e8fb-4999-484f-89f7-714cea1b8679,Rehlitna Rosalina,https://play-lh.googleusercontent.com/a/ACg8ocKcgB54x7irBLM_KnCsqcLncAiBQeKvXo-abtdnbxpDxXiAcA=mo,bagus dalam semua hal terutama dokternya ramah dan baik ,5,0,6.8.0,2024-09-17 10:41:41,,,6.8.0,neutral,0.34538936614990234,positive,1,0,9,0,0
